time;P1.B2004;P1.B2016;P1.B3004;P1.B3005;P1.B4002;P1.B4005;P1.B400B;P1.B4022;P1.FCV01D;P1.FCV01Z;P1.FCV02D;P1.FCV02Z;P1.FCV03D;P1.FCV03Z;P1.FT01;P1.FT01Z;P1.FT02;P1.FT02Z;P1.FT03;P1.FT03Z;P1.LCV01D;P1.LCV01Z;P1.LIT01;P1.PCV01D;P1.PCV01Z;P1.PCV02D;P1.PCV02Z;P1.PIT01;P1.PIT02;P1.TIT01;P1.TIT02;P2.24Vdc;P2.Auto;P2.Emgy;P2.On;P2.SD01;P2.SIT01;P2.TripEx;P2.VT01e;P2.VXT02;P2.VXT03;P2.VYT02;P2.VYT03;P3.LCP01D;P3.LCV01D;P3.LH;P3.LL;P3.LT01;P4.HT_FD;P4.HT_LD;P4.HT_PO;P4.HT_PS;P4.LD;P4.ST_FD;P4.ST_LD;P4.ST_PO;P4.ST_PS;P4.ST_PT01;P4.ST_TT01;attack;attack.P1;attack.P2;attack.P3
2019-10-29 11:02:58+09:00;0.09820;1.49900;461.98830;1099.73630;32.00000;0.00000;39.92210;36.00200;7.25660;6.58570;100.00000;96.36080;53.04210;53.48360;176.65860;844.82570;6.90460;38.92920;300.44560;1098.76640;14.23360;13.45980;460.42050;95.74050;97.50520;12.00000;11.62870;1.39480;0.19780;36.39830;37.42070;28.02290;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.82600;-3.88800;-1.83510;-0.10800;1.20220;0.00000;15328.00000;70.00000;10.00000;18.44980;-0.00020;71.58570;71.57840;0.00000;430.71830;-0.00040;358.79630;358.65160;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:02:59+09:00;0.09820;1.49930;461.98830;1099.73630;32.00000;0.00000;37.93590;36.00270;7.29160;6.58570;100.00000;96.40650;53.27370;53.48360;176.46790;841.78160;7.28600;35.95010;302.35290;1093.34500;14.47930;13.45980;460.62500;95.77270;97.50520;12.00000;11.62870;1.39560;0.20000;36.39830;37.40540;28.02030;1.00000;0.00000;1.00000;0.00000;791.00000;0.00000;11.81460;-4.53310;-2.18300;-0.38900;1.36050;0.00000;15328.00000;70.00000;10.00000;18.41720;-0.00020;71.61460;71.52420;0.00000;428.34920;-0.00210;356.64420;358.45270;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:00+09:00;0.09820;1.49620;461.98830;1099.73630;32.00000;0.00000;38.92920;35.99510;7.24890;6.58570;100.00000;96.40650;53.16530;53.48360;175.51420;841.34690;7.66750;37.93590;303.30650;1096.53410;14.35350;13.45980;460.62500;95.82550;97.52040;12.00000;11.62870;1.39560;0.20000;36.39830;37.42070;28.02550;1.00000;0.00000;1.00000;0.00000;791.00000;0.00000;11.70910;-4.94650;-2.17650;0.15470;1.80920;0.00000;15328.00000;70.00000;10.00000;18.38470;0.00000;71.59290;71.57840;0.00000;428.38540;0.00000;356.95170;358.14530;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:01+09:00;0.09820;1.49670;461.98830;1099.73630;32.00000;0.00000;35.95010;35.99620;7.20550;6.57810;100.00000;96.42940;53.11110;53.48360;177.61230;839.17230;7.28600;39.92210;302.73440;1098.12850;14.31280;13.45980;460.57390;95.86480;97.49760;12.00000;11.62870;1.39480;0.20160;36.41360;37.42070;28.02210;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.64800;-4.53690;-1.81520;0.76730;1.92770;0.00000;15312.00000;70.00000;10.00000;18.38110;-0.00020;71.58570;71.57840;0.00000;430.23000;-0.00090;357.96440;358.43460;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:02+09:00;0.09820;1.49380;461.98830;1099.73630;32.00000;0.00000;37.93590;35.98900;7.22440;6.57810;100.00000;96.36840;53.15770;53.48360;176.65860;843.95600;8.23980;37.93590;304.83250;1097.17190;14.37820;13.45980;460.67610;95.91910;97.52810;12.00000;11.62870;1.39480;0.20080;36.38310;37.42070;28.02290;1.00000;0.00000;1.00000;0.00000;793.00000;0.00000;11.72030;-3.88950;-1.61240;0.58900;1.55160;0.00000;15312.00000;70.00000;10.00000;18.34850;-0.00020;71.58570;71.57840;0.00000;430.23000;-0.00180;357.87400;358.48880;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:03+09:00;0.09820;1.49470;461.98830;1099.73630;32.00000;0.00000;39.92210;35.99130;7.13390;6.57810;100.00000;96.38370;53.02070;53.48360;175.51420;841.78160;7.47680;42.90170;304.26020;1100.67990;14.24050;13.45980;460.72720;95.95870;97.52810;12.00000;11.62870;1.39480;0.20160;36.41360;37.40540;28.02990;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.82900;-3.89270;-1.83910;-0.12310;1.20370;0.00000;15312.00000;70.00000;10.00000;18.28340;0.00000;71.58570;71.57840;0.00000;429.92260;0.00070;357.87400;358.16330;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:04+09:00;0.09820;1.49270;461.98830;1099.73630;32.00000;0.00000;37.93590;35.98630;7.18340;6.57810;100.00000;96.40650;53.05710;53.48360;177.23080;839.17230;8.43050;38.92920;305.40460;1099.72300;14.27900;13.45980;460.67610;96.01720;97.52810;12.00000;11.62870;1.39480;0.19700;36.39830;37.40540;28.01940;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.81280;-4.54260;-2.19130;-0.39500;1.35760;0.00000;15328.00000;70.00000;10.00000;18.27620;-0.00020;71.58570;71.57840;0.00000;427.84280;0.00040;359.50160;357.83780;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:05+09:00;0.09820;1.49460;461.98830;1099.73630;32.00000;0.00000;42.90170;35.99090;7.09250;6.57810;100.00000;96.36080;52.97680;53.48360;177.42160;843.08620;7.47680;43.89460;303.87880;1101.63660;14.22080;13.45980;460.62500;96.07270;97.52810;12.00000;11.62870;1.39480;0.19700;36.39830;37.42070;28.02120;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.70810;-4.95030;-2.17950;0.14950;1.80940;0.00000;15328.00000;70.00000;10.00000;18.25450;-0.00020;71.58570;71.57840;0.00000;429.85030;-0.00060;358.72390;358.32600;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:06+09:00;0.09820;1.49560;461.98830;1099.73630;32.00000;0.00000;38.92920;35.99360;7.15740;6.57810;100.00000;96.42940;53.07630;53.48360;177.99370;843.52120;7.28600;38.92920;305.21390;1099.08530;14.33730;13.45980;460.62500;96.12390;97.52810;12.00000;11.62870;1.39480;0.19620;36.38310;37.40540;28.02030;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.64780;-4.55370;-1.81760;0.75820;1.93920;0.00000;15328.00000;70.00000;10.00000;18.21470;0.00000;71.58570;71.57840;0.00000;428.38540;-0.00010;360.06220;357.36760;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:07+09:00;0.09820;1.49580;461.98830;1099.73630;32.00000;0.00000;43.89460;35.99400;7.16090;6.57810;100.00000;96.43710;52.98520;53.48360;178.37520;844.82570;7.66750;37.93590;303.87880;1101.31770;14.26070;13.45980;460.62500;96.16160;97.52810;12.00000;11.62870;1.39480;0.20000;36.39830;37.40540;28.02130;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.71680;-3.90500;-1.61570;0.61130;1.56440;0.00000;15328.00000;70.00000;10.00000;18.18210;-0.00010;71.58570;71.57840;0.00000;429.65130;-0.00190;357.98250;358.05480;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:08+09:00;0.09820;1.49330;461.98830;1099.73630;32.00000;0.00000;38.92920;35.98790;7.11750;6.57810;100.00000;96.36080;53.07260;53.48360;177.61230;845.69550;7.85830;39.92210;302.92510;1099.08530;14.35740;13.45980;460.52280;96.19160;97.52810;12.00000;11.62870;1.39710;0.20080;36.39830;37.40540;28.02030;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.82820;-3.88860;-1.82990;-0.10830;1.20860;0.00000;15328.00000;70.00000;10.00000;18.18210;0.00000;71.61460;71.57840;0.00000;429.61510;0.00090;357.02400;358.07290;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:09+09:00;0.09820;1.49200;461.98830;1099.73630;32.00000;0.00000;37.93590;35.98440;7.08930;6.57810;100.00000;96.39130;53.14220;53.48360;179.90110;843.95600;8.62120;40.91550;303.11580;1097.49070;14.45350;13.45980;460.62500;96.26230;97.52810;12.00000;11.62870;1.39480;0.20310;36.39830;37.40540;28.02210;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.81310;-4.54900;-2.18600;-0.38400;1.37570;0.00000;15328.00000;70.00000;10.00000;18.11700;0.00000;71.58570;71.57840;0.00000;430.23000;-0.00010;357.25910;358.01860;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:10+09:00;0.09820;1.49410;461.98830;1099.73630;32.00000;0.00000;39.92210;35.98980;7.01350;6.57810;100.00000;96.38370;53.13780;53.48360;178.75670;849.17460;7.85830;44.88750;302.92510;1097.80970;14.44480;13.45980;460.57390;96.30230;97.52810;12.00000;11.62870;1.39560;0.20390;36.38310;37.40540;28.02120;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.70600;-4.94390;-2.17230;0.15310;1.81540;0.00000;15328.00000;70.00000;10.00000;18.11340;-0.00020;71.61460;71.57840;0.00000;428.89180;0.00070;357.15060;358.65160;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:11+09:00;0.09820;1.49300;461.98830;1099.73630;32.00000;0.00000;40.91550;35.98710;7.06240;6.57810;100.00000;96.36080;53.15890;53.48360;176.46790;846.56520;7.66750;40.91550;302.16220;1097.49070;14.48550;13.45980;460.67610;96.38150;97.52810;12.00000;11.62870;1.39480;0.20080;36.39830;37.42070;28.02550;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.64780;-4.54030;-1.81940;0.76250;1.92730;0.00000;15328.00000;70.00000;10.00000;18.08450;0.00000;71.58570;71.57840;0.00000;428.45780;0.00350;358.79630;358.23570;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:12+09:00;0.09820;1.49810;461.98830;1099.73630;32.00000;0.00000;44.88750;35.99970;7.06530;6.57810;100.00000;96.46760;53.22140;53.48360;176.08640;841.34690;8.23980;39.92210;302.16220;1096.21520;14.54150;13.47500;460.72720;96.40910;97.52810;12.00000;11.62870;1.39630;0.19850;36.39830;37.40540;28.02550;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.71890;-3.90770;-1.62020;0.60350;1.56040;0.00000;15312.00000;70.00000;10.00000;18.04110;0.00050;71.46270;71.65080;0.00000;422.16440;0.00040;350.42320;355.55910;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:13+09:00;0.09820;1.49500;461.98830;1099.73630;32.00000;0.00000;40.91550;35.99210;7.00550;6.57810;100.00000;96.38370;53.23550;53.48360;184.66950;840.47710;7.47680;42.90170;305.78610;1096.21520;14.55830;14.44400;460.93170;96.41040;97.52810;12.00000;11.62870;1.39560;0.20310;36.39830;37.40540;28.02550;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.83150;-3.90860;-1.84720;-0.13180;1.19890;0.00000;15264.00000;70.00000;10.00000;18.01580;0.00050;71.17330;71.70500;0.00000;416.99220;0.00030;342.59260;353.04540;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:14+09:00;0.09820;1.48510;461.98830;1099.73630;32.00000;0.00000;39.92210;35.96730;7.05500;6.57810;100.00000;96.36080;52.99510;53.48360;185.05090;860.04650;6.90460;38.92920;302.73440;1102.27440;14.30270;14.53550;460.98280;96.45430;97.52810;12.00000;11.62870;1.38410;0.19930;36.38310;37.42070;28.02810;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.81260;-4.56940;-2.19970;-0.38630;1.37450;0.00000;15216.00000;70.00000;10.00000;17.94700;0.00040;70.58740;71.52420;0.00000;409.39670;-0.00090;335.97370;350.20610;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:15+09:00;0.09820;1.47350;461.98830;1099.73630;32.00000;0.00000;42.90170;35.93830;7.09000;6.57810;100.00000;96.36080;53.19920;53.48360;183.33430;860.91610;7.85830;35.95010;304.45100;1097.17190;14.50250;14.52790;461.13610;96.49660;97.52040;12.00000;11.62870;1.37800;0.19780;36.41360;37.39010;28.02030;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.70550;-4.94600;-2.16900;0.15700;1.81660;0.00000;15136.00000;70.00000;10.00000;17.91450;0.00050;70.02320;71.34330;0.00000;401.43960;0.00100;330.76530;347.13180;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:16+09:00;0.09820;1.46690;461.98830;1099.73630;32.00000;0.00000;38.92920;35.92190;7.00000;6.57810;100.00000;96.44470;53.08900;53.48360;182.95290;857.00220;7.85830;40.91550;304.83250;1100.04210;14.38020;14.52790;461.13610;96.49060;97.52810;12.00000;11.62870;1.37500;0.20230;36.39830;37.40540;28.02810;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.64790;-4.52640;-1.80980;0.77120;1.93500;0.00000;15040.00000;70.00000;10.00000;17.91450;0.00050;69.38660;71.07200;0.00000;396.53860;-0.00040;325.50270;344.47340;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:17+09:00;0.09820;1.45430;461.98830;1099.73630;32.00000;0.00000;35.95010;35.89020;6.98720;6.57810;100.00000;96.36080;53.06090;53.48360;186.00470;856.13260;8.04900;40.91550;304.45100;1100.67990;14.36210;14.54310;461.08500;96.48140;97.52810;12.00000;11.62870;1.37420;0.20230;36.39830;37.39010;28.02380;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.71500;-3.90410;-1.60630;0.62470;1.57170;0.00000;14960.00000;70.00000;10.00000;17.91450;0.00050;68.70660;70.72840;0.00000;388.92500;0.00370;321.34330;342.15860;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:18+09:00;0.09820;1.44420;461.98830;1099.73630;32.00000;0.00000;40.91550;35.86500;6.95860;6.57810;100.00000;96.38370;53.08400;53.48360;184.66950;863.09060;7.85830;41.90840;304.06950;1100.04210;14.40200;14.52790;461.13610;96.44590;97.52810;12.00000;11.62870;1.37500;0.19700;36.39830;37.40540;28.02380;1.00000;0.00000;1.00000;0.00000;793.00000;0.00000;11.82700;-3.88960;-1.82690;-0.09540;1.21180;0.00000;14864.00000;70.00000;10.00000;17.87830;0.00030;68.01940;70.34870;0.00000;387.35170;0.00100;315.19460;339.39170;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:19+09:00;0.09820;1.43150;461.98830;1099.73630;32.00000;0.00000;40.91550;35.83340;6.96120;6.57810;100.00000;96.36080;53.10950;53.48360;182.76210;860.04650;6.52310;40.91550;305.02320;1099.40420;14.42770;14.61940;461.23840;96.44530;97.52810;12.00000;11.62870;1.37340;0.20080;36.39830;37.40540;28.01860;1.00000;0.00000;1.00000;0.00000;793.00000;0.00000;11.81290;-4.55470;-2.18940;-0.38530;1.36900;0.00000;14752.00000;70.00000;10.00000;17.84220;0.00050;67.11520;69.87850;0.00000;384.36770;0.00020;309.96820;336.53420;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:20+09:00;0.09820;1.42450;461.98830;1099.73630;32.00000;0.00000;41.90840;35.81580;7.05850;6.57810;100.00000;96.35310;53.04390;53.48360;183.90660;855.69760;8.04900;33.96380;305.97680;1100.99880;14.35630;14.64230;461.28950;96.39630;97.52810;12.00000;11.62870;1.37340;0.20160;36.39830;37.39010;28.02030;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.70820;-4.95340;-2.18210;0.14730;1.80990;0.00000;14640.00000;70.00000;10.00000;17.80600;0.00030;66.38460;69.39020;0.00000;376.44680;0.00140;308.68410;333.83970;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:21+09:00;0.09820;1.41030;461.98830;1099.73630;32.00000;0.00000;40.91550;35.78030;6.92200;6.57810;100.00000;96.35310;52.97190;53.48360;183.71580;858.30690;8.04900;41.90840;304.64170;1102.59330;14.28660;14.64230;461.34060;96.33630;97.52810;12.00000;11.62870;1.37420;0.19850;36.39830;37.39010;28.02380;1.00000;0.00000;1.00000;0.00000;791.00000;0.00000;11.64770;-4.55980;-1.82830;0.75650;1.94010;0.00000;14512.00000;70.00000;10.00000;17.76980;0.00030;65.62500;68.90190;0.00000;371.32890;0.00120;305.26620;330.33130;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:22+09:00;0.09820;1.39610;461.98830;1099.73630;32.00000;0.00000;33.96380;35.74490;6.90890;6.57810;100.00000;96.35310;53.05420;53.48360;183.90660;857.87190;8.23980;41.90840;304.26020;1100.36100;14.36630;14.64230;461.39180;96.29200;97.52810;12.00000;11.62870;1.37420;0.20310;36.39830;37.40540;28.02030;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.71590;-3.91490;-1.61970;0.61580;1.56330;0.00000;14400.00000;70.00000;10.00000;17.73730;0.00030;64.88710;68.39560;0.00000;367.22370;0.00220;300.85360;327.27500;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:23+09:00;0.09820;1.38560;461.98830;1099.73630;32.00000;0.00000;41.90840;35.71850;6.88000;6.57810;100.00000;96.35310;53.07850;53.48360;185.81390;858.30690;7.09530;42.90170;304.06950;1099.72300;14.38940;14.64230;461.34060;96.27360;97.52810;12.00000;11.62870;1.37420;0.20230;36.39830;37.40540;28.02380;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.82700;-3.89760;-1.83880;-0.10290;1.20860;0.00000;14272.00000;70.00000;10.00000;17.71200;0.00030;64.18550;67.85300;0.00000;361.59940;-0.00030;297.01970;324.41770;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:24+09:00;0.09820;1.38030;461.98830;1099.73630;32.00000;0.00000;41.90840;35.70520;6.96090;6.57810;100.00000;96.36080;53.09190;53.48360;187.14900;862.65560;7.09530;36.94300;305.02320;1099.40420;14.41850;14.64230;461.49400;96.21140;97.52810;12.00000;11.62870;1.37420;0.20310;36.39830;37.39010;28.01940;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.81570;-4.53820;-2.18440;-0.39040;1.36170;0.00000;14144.00000;70.00000;10.00000;17.67220;0.00030;63.31740;67.31040;0.00000;359.39310;-0.00090;294.83150;321.56030;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:25+09:00;0.09820;1.36850;461.98830;1099.73630;32.00000;0.00000;42.90170;35.67580;6.94930;6.58570;100.00000;96.42180;53.02630;53.48360;183.90660;865.69980;7.09530;36.94300;303.30650;1100.99880;14.33760;14.64230;461.74960;96.14360;97.52810;12.00000;11.62870;1.37500;0.19930;36.39830;37.40540;28.02900;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.71060;-4.94640;-2.18070;0.14130;1.80980;0.00000;14000.00000;70.00000;10.00000;17.65410;0.00220;60.77110;66.67750;0.00000;356.31870;0.00010;292.62510;319.48060;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:26+09:00;0.09820;1.35690;461.98830;1099.73630;32.00000;0.00000;36.94300;35.64680;6.93770;6.58570;100.00000;96.36080;53.14180;53.48360;186.38610;858.30690;8.23980;36.94300;305.59530;1098.12850;14.41480;14.64230;461.49400;96.08330;97.52810;12.00000;11.62870;1.37500;0.20230;36.39830;37.39010;28.02640;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.64730;-4.56620;-1.83100;0.75770;1.94340;0.00000;12352.00000;70.00000;10.00000;17.61430;0.01890;50.18810;70.60190;0.00000;352.19540;-0.00480;301.23330;320.69230;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:27+09:00;0.09820;1.34720;461.98830;1099.73630;32.00000;0.00000;36.94300;35.62240;6.83180;6.58570;100.00000;96.38370;52.98750;53.48360;183.90660;863.96040;7.47680;42.90170;304.64170;1101.95540;14.31290;14.64230;461.59620;96.06380;97.52810;12.00000;11.62870;1.37650;0.20310;36.38310;37.39010;28.02200;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.71430;-3.92620;-1.62170;0.61360;1.57270;0.00000;11376.00000;70.00000;10.00000;17.57810;-0.00590;41.44960;60.76390;0.00000;348.72320;-0.00350;305.79060;320.76460;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:28+09:00;0.09820;1.34760;461.98830;1099.73630;32.00000;0.00000;36.94300;35.62360;6.88120;6.57810;100.00000;96.38370;53.04560;53.48360;185.05090;858.30690;8.04900;38.92920;302.35290;1100.36100;14.35960;14.64230;461.69840;96.05180;97.52810;12.00000;11.62870;1.37570;0.20160;36.39830;37.40540;28.03340;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.82580;-3.88780;-1.83130;-0.10640;1.20230;0.00000;10672.00000;70.00000;10.00000;17.56000;0.00880;34.23750;55.97150;0.00000;345.97440;-0.00150;310.49260;321.07200;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:29+09:00;0.09820;1.34730;461.98830;1099.73630;32.00000;0.00000;42.90170;35.62280;6.82180;6.57810;100.00000;96.36080;53.20380;53.48360;185.24170;860.91610;7.66750;41.90840;304.06950;1096.53410;14.50290;14.64230;461.64730;96.07280;97.52810;12.00000;11.62870;1.37500;0.19780;36.38310;37.40540;28.02550;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.81720;-4.52440;-2.18210;-0.38560;1.35880;152.00000;9648.00000;70.00000;10.00000;17.51300;-0.00070;26.95310;52.68010;0.00000;341.18200;-0.00120;314.21800;321.63270;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:30+09:00;0.09820;1.35330;461.98830;1099.73630;32.00000;0.00000;38.92920;35.63770;6.84010;6.57810;100.00000;96.36080;53.09610;53.48360;184.47870;861.35100;7.66750;39.92210;302.73440;1099.40420;14.41280;14.64230;461.74960;96.06440;97.52810;12.00000;11.62870;1.37650;0.20080;36.41360;37.42070;28.02550;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.71360;-4.94430;-2.18870;0.11640;1.79900;840.00000;8976.00000;70.00000;10.00000;17.44070;0.00150;22.26560;46.51330;0.00000;339.60860;-0.00150;315.82760;322.31990;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:31+09:00;0.09820;1.35520;461.98830;1099.73630;32.00000;0.00000;41.90840;35.64260;6.82760;6.57810;100.00000;96.36840;53.19120;53.48360;184.28800;859.61150;7.28600;39.92210;304.45100;1097.17190;14.49450;14.64230;461.85180;96.06730;97.52810;12.00000;11.62870;1.37570;0.20080;36.39830;37.39010;28.01940;1.00000;0.00000;1.00000;0.00000;793.00000;0.00000;11.64760;-4.58240;-1.84340;0.73990;1.94420;1496.00000;8240.00000;70.00000;10.00000;17.47320;-0.00020;18.38830;43.13150;0.00000;335.77470;-0.00120;317.78070;322.28370;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:32+09:00;0.09820;1.35710;461.98830;1099.73630;32.00000;0.00000;39.92210;35.64720;6.84660;6.57810;100.00000;96.39890;53.08090;53.48360;184.28800;859.17670;8.62120;37.93590;305.02320;1100.04210;14.37650;14.64230;461.80070;96.04520;97.52810;12.00000;11.62870;1.37650;0.20160;36.38310;37.40540;28.02030;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.70740;-3.93860;-1.61300;0.65440;1.61280;2120.00000;7568.00000;70.00000;10.00000;17.45880;-0.00040;15.18370;39.46040;0.00000;333.60460;-0.00030;318.03390;321.56030;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:33+09:00;0.09820;1.35540;461.98830;1099.73630;32.00000;0.00000;39.92210;35.64300;6.72450;6.57810;100.00000;96.36840;53.03950;53.48360;184.09730;859.17670;7.85830;44.88750;305.02320;1100.99880;14.35000;14.65000;462.00510;96.05070;97.52810;12.00000;11.62870;1.37570;0.19930;36.38310;37.39010;28.02550;1.00000;0.00000;1.00000;0.00000;791.00000;0.00000;11.81740;-3.86110;-1.80850;-0.04740;1.22710;2704.00000;6960.00000;70.00000;10.00000;17.46960;-0.00090;12.52890;36.40410;0.00000;332.82700;-0.00070;320.83700;322.55500;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:34+09:00;0.09820;1.35770;461.98830;1099.73630;32.00000;0.00000;37.93590;35.64870;6.77340;6.57810;100.00000;96.36840;53.03440;53.48360;186.38610;858.74180;7.66750;40.91550;302.73440;1100.99880;14.31700;14.65000;462.05620;96.04320;97.52810;12.00000;11.62870;1.37500;0.20160;36.38310;37.42070;28.02300;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.82340;-4.47150;-2.16350;-0.40370;1.32550;3248.00000;6400.00000;70.00000;10.00000;17.45880;-0.00140;10.35160;33.45630;0.00000;329.30050;0.00000;318.61250;322.03050;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:35+09:00;0.09820;1.35720;461.98830;1099.73630;32.00000;0.00000;44.88750;35.64760;6.77630;6.57810;100.00000;96.36080;53.19010;53.48360;187.72130;863.96040;8.04900;39.92210;302.92510;1097.17190;14.46400;14.64230;462.10740;96.02640;97.52810;12.00000;11.62870;1.37420;0.19700;36.39830;37.39010;28.02470;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.72210;-4.93740;-2.19980;0.06770;1.77470;3784.00000;5872.00000;70.00000;10.00000;17.46960;-0.00140;8.15250;30.16500;0.00000;327.54630;0.00180;317.88920;321.97630;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:36+09:00;0.09820;1.35490;461.98830;1099.73630;32.00000;0.00000;40.91550;35.64190;6.73230;6.57810;100.00000;96.36080;53.18700;53.48360;181.61780;867.00450;7.85830;41.90840;304.26020;1097.49070;14.45660;14.64230;462.36290;95.99990;97.52810;12.00000;11.62870;1.37420;0.20160;36.39830;37.39010;28.02550;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.64430;-4.63070;-1.87110;0.71010;1.95500;4288.00000;5408.00000;70.00000;10.00000;17.50580;-0.00170;6.72020;27.77780;0.00000;324.03790;0.00010;318.03390;321.65080;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:37+09:00;0.09820;1.35170;461.98830;1099.73630;32.00000;0.00000;39.92210;35.63390;6.73490;6.57810;100.00000;96.43710;53.10220;53.48360;185.05090;853.08850;7.85830;40.91550;304.45100;1099.72300;14.33620;14.64230;462.41410;95.99270;97.52810;12.00000;11.62870;1.37420;0.20160;36.39830;37.39010;28.02290;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.70170;-3.98140;-1.62350;0.67450;1.63700;4768.00000;4960.00000;70.00000;10.00000;17.49860;-0.00170;5.55560;25.57150;0.00000;324.03790;-0.00060;318.19660;320.76460;0.00000;10053.00000;27629.00000;1;1;0;0
2019-10-29 11:03:38+09:00;0.09820;1.35250;461.98830;1099.73630;32.00000;0.00000;41.90840;35.63580;6.72200;6.57810;100.00000;96.36840;53.08880;53.48360;185.62320;860.91610;6.90460;40.91550;302.92510;1100.04210;14.31730;14.64230;462.66970;95.96100;97.52810;12.00000;11.62870;1.37420;0.20080;36.38310;37.40540;28.02380;1.00000;0.00000;1.00000;0.00000;792.00000;0.00000;11.81610;-3.85320;-1.79900;-0.04540;1.22900;5224.00000;4528.00000;70.00000;10.00000;17.49860;-0.00190;4.58620;23.54600;0.00000;321.50610;-0.00040;315.59250;320.90920;0.00000;10053.00000;27629.00000;1;1;0;0
